Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Margen
2023-07-14,Mouse,Accessories,South,9,"$6,363","$1,752.65",27.54%
2023-07-14,Monitor,Accessories,North,8,"$3,304",$404.33,12.24%
2023-07-14,Monitor,Accessories,West,9,"$2,889",$604.19,20.91%
2023-07-14,Smartwatch,Electronics,North,1,$851,$93.56,10.99%
2023-07-14,Laptop,Electronics,East,9,$468,$58.98,12.60%
2023-07-14,Camera,Electronics,South,1,$440,$34.74,7.90%
2023-07-13,Laptop,Electronics,East,4,"$4,700",$576.34,12.26%
2023-07-13,Camera,Electronics,East,3,"$2,325",$309.49,13.31%
2023-07-13,Smartwatch,Electronics,South,2,"$1,734",$310.76,17.92%
2023-07-13,Camera,Electronics,East,2,"$1,114",$300.44,26.97%
2023-07-13,Smartphone,Electronics,East,1,$677,$88.41,13.06%
2023-07-13,Laptop,Electronics,South,2,$162,$16.51,10.19%
2023-07-13,Mouse,Accessories,South,2,$124,$32.27,26.02%
2023-07-12,Printer,Office,East,8,"$8,952","$1,825.37",20.39%
2023-07-12,Monitor,Accessories,North,4,"$2,176",$250.89,11.53%
2023-07-11,Tablet,Electronics,South,5,"$4,880",$829.03,16.99%
2023-07-11,Tablet,Electronics,West,8,"$3,936",$720.20,18.30%
2023-07-11,Mouse,Accessories,West,3,"$1,215",$129.80,10.68%
2023-07-11,Laptop,Electronics,South,2,"$1,090",$136.65,12.54%
2023-07-11,Smartphone,Electronics,East,6,$882,$180.63,20.48%
2023-07-10,Monitor,Accessories,West,6,"$6,582",$729.68,11.09%
2023-07-10,Monitor,Accessories,West,5,"$4,545",$755.05,16.61%
2023-07-10,Printer,Office,East,5,"$3,705",$707.08,19.08%
2023-07-10,Printer,Office,West,5,"$3,100",$911.86,29.41%
2023-07-08,Smartwatch,Electronics,East,8,"$7,152","$1,539.72",21.53%
2023-07-08,Tablet,Electronics,West,3,"$1,887",$363.42,19.26%
2023-07-07,Printer,Office,South,6,"$3,132",$919.52,29.36%
2023-07-07,Keyboard,Accessories,West,2,"$1,354",$136.91,10.11%
2023-07-06,Keyboard,Accessories,North,9,"$8,514","$1,400.40",16.45%
2023-07-06,Mouse,Accessories,West,8,"$2,080",$108.48,5.22%
2023-07-06,Printer,Office,North,4,$632,$114.82,18.17%
2023-07-05,Smartphone,Electronics,North,4,"$1,524",$189.32,12.42%
2023-07-03,Monitor,Accessories,South,6,"$6,402","$1,602.79",25.04%
2023-07-03,Smartphone,Electronics,West,6,"$5,778","$1,232.54",21.33%
2023-07-03,Mouse,Accessories,North,2,$416,$71.68,17.23%
2023-07-02,Mouse,Accessories,South,8,"$2,752",$394.66,14.34%
2023-07-01,Camera,Electronics,South,9,"$4,887",$396.36,8.11%
2023-07-01,Smartwatch,Electronics,East,6,"$3,570",$265.62,7.44%
2023-07-01,Laptop,Electronics,East,4,"$3,216",$962.49,29.93%
2023-07-01,Monitor,Accessories,South,1,$612,$174.52,28.52%
2023-07-01,Monitor,Accessories,East,4,$428,$86.62,20.24%
2023-06-30,Laptop,Electronics,North,5,"$5,640","$1,227.77",21.77%
2023-06-30,Keyboard,Accessories,West,7,"$4,746",$816.60,17.21%
2023-06-30,Printer,Office,South,9,"$4,293",$295.47,6.88%
2023-06-28,Keyboard,Accessories,South,6,"$5,718","$1,358.26",23.75%
2023-06-28,Mouse,Accessories,North,4,"$4,156",$847.09,20.38%
2023-06-27,Tablet,Electronics,West,7,"$5,656",$355.81,6.29%
2023-06-27,Headphones,Accessories,South,4,"$1,488",$74.52,5.01%
2023-06-27,Tablet,Electronics,East,4,$844,$136.02,16.12%
2023-06-27,Monitor,Accessories,North,1,$777,$211.31,27.20%
2023-06-27,Smartphone,Electronics,West,1,$173,$20.96,12.12%
2023-06-26,Smartphone,Electronics,North,6,"$7,026",$459.40,6.54%
2023-06-26,Keyboard,Accessories,East,3,"$3,264",$556.86,17.06%
2023-06-26,Keyboard,Accessories,North,8,$984,$72.54,7.37%
2023-06-26,Headphones,Accessories,South,1,$260,$16.81,6.47%
2023-06-25,Keyboard,Accessories,West,5,"$1,400",$213.63,15.26%
2023-06-25,Camera,Electronics,East,3,"$1,029",$206.83,20.10%
2023-06-25,Smartwatch,Electronics,East,4,$660,$83.96,12.72%
2023-06-24,Smartwatch,Electronics,East,8,"$5,368",$333.53,6.21%
2023-06-24,Mouse,Accessories,South,8,"$5,256","$1,118.16",21.27%
2023-06-24,Monitor,Accessories,West,5,"$3,255",$332.54,10.22%
2023-06-24,Laptop,Electronics,East,5,"$3,205",$368.41,11.49%
2023-06-24,Tablet,Electronics,North,3,"$2,790",$470.93,16.88%
2023-06-24,Tablet,Electronics,East,2,"$1,188",$286.38,24.11%
2023-06-24,Keyboard,Accessories,South,5,$725,$77.91,10.75%
2023-06-24,Tablet,Electronics,West,4,$556,$81.77,14.71%
2023-06-23,Tablet,Electronics,West,1,"$1,081",$229.32,21.21%
2023-06-22,Mouse,Accessories,North,7,"$4,060",$291.42,7.18%
2023-06-22,Smartphone,Electronics,South,9,$756,$99.21,13.12%
2023-06-21,Mouse,Accessories,East,2,"$1,932",$109.07,5.65%
2023-06-20,Monitor,Accessories,West,8,"$9,104","$2,620.58",28.78%
2023-06-20,Tablet,Electronics,West,4,"$2,048",$507.01,24.76%
2023-06-20,Keyboard,Accessories,South,7,"$2,023",$274.25,13.56%
2023-06-20,Tablet,Electronics,North,2,"$1,980",$125.99,6.36%
2023-06-20,Smartphone,Electronics,North,3,$897,$235.67,26.27%
2023-06-19,Monitor,Accessories,South,3,"$2,853",$437.59,15.34%
2023-06-18,Laptop,Electronics,South,8,"$6,544","$1,086.29",16.60%
2023-06-17,Tablet,Electronics,West,4,"$4,572","$1,199.49",26.24%
2023-06-17,Keyboard,Accessories,South,6,"$4,188",$989.14,23.62%
2023-06-17,Tablet,Electronics,North,7,"$2,457",$690.55,28.11%
2023-06-17,Laptop,Electronics,West,4,"$1,920",$549.11,28.60%
2023-06-17,Monitor,Accessories,North,1,$672,$198.75,29.58%
2023-06-16,Camera,Electronics,West,3,"$2,220",$121.14,5.46%
2023-06-15,Mouse,Accessories,North,8,"$6,032","$1,636.61",27.13%
2023-06-14,Printer,Office,East,8,"$2,704",$705.74,26.10%
2023-06-14,Printer,Office,South,9,"$2,178",$382.67,17.57%
2023-06-14,Tablet,Electronics,North,3,"$1,416",$220.70,15.59%
2023-06-14,Printer,Office,West,3,$705,$196.05,27.81%
2023-06-13,Smartphone,Electronics,South,9,"$6,948","$1,409.30",20.28%
2023-06-13,Keyboard,Accessories,West,9,"$4,851","$1,408.41",29.03%
2023-06-13,Smartwatch,Electronics,South,9,"$4,248",$964.12,22.70%
2023-06-13,Printer,Office,East,1,"$1,176",$182.07,15.48%
2023-06-12,Mouse,Accessories,West,7,"$5,607","$1,288.04",22.97%
2023-06-12,Monitor,Accessories,North,1,$338,$32.61,9.65%
2023-06-11,Mouse,Accessories,North,8,"$3,416",$697.42,20.42%
2023-06-11,Camera,Electronics,West,4,"$2,472",$594.62,24.05%
2023-06-11,Camera,Electronics,North,5,$995,$206.95,20.80%
2023-06-11,Camera,Electronics,North,2,$452,$74.34,16.45%
2023-06-10,Smartphone,Electronics,West,7,"$5,712",$929.42,16.27%
2023-06-10,Tablet,Electronics,North,7,"$1,239",$118.36,9.55%
2023-06-10,Keyboard,Accessories,East,1,"$1,192",$320.13,26.86%
2023-06-10,Camera,Electronics,West,4,"$1,168",$135.36,11.59%
2023-06-09,Printer,Office,North,5,"$3,275",$222.29,6.79%
2023-06-09,Laptop,Electronics,East,1,"$1,060",$57.26,5.40%
2023-06-09,Monitor,Accessories,East,9,$657,$185.95,28.30%
2023-06-09,Mouse,Accessories,West,4,$512,$110.47,21.58%
2023-06-08,Laptop,Electronics,East,7,"$7,469",$915.63,12.26%
2023-06-08,Monitor,Accessories,North,7,"$3,451",$397.29,11.51%
2023-06-08,Smartphone,Electronics,East,6,"$2,940",$184.97,6.29%
2023-06-08,Headphones,Accessories,West,5,"$2,080",$614.77,29.56%
2023-06-08,Smartwatch,Electronics,North,5,"$1,525",$413.75,27.13%
2023-06-07,Smartwatch,Electronics,East,6,"$2,664",$520.30,19.53%
2023-06-07,Mouse,Accessories,South,3,"$2,001",$420.08,20.99%
2023-06-07,Keyboard,Accessories,West,1,$56,$9.16,16.36%
2023-06-06,Printer,Office,North,8,"$5,128",$657.87,12.83%
2023-06-06,Mouse,Accessories,East,5,"$5,030",$540.73,10.75%
2023-06-06,Mouse,Accessories,South,7,"$2,842",$425.24,14.96%
2023-06-06,Mouse,Accessories,East,4,"$1,168",$220.22,18.85%
2023-06-06,Smartphone,Electronics,North,1,$258,$27.01,10.47%
2023-06-05,Smartwatch,Electronics,South,4,"$1,724",$233.21,13.53%
2023-06-04,Smartphone,Electronics,West,3,"$3,117",$829.09,26.60%
2023-06-04,Camera,Electronics,East,8,"$2,360",$653.30,27.68%
2023-06-04,Keyboard,Accessories,North,2,"$1,942",$235.42,12.12%
2023-06-04,Mouse,Accessories,North,1,$651,$187.99,28.88%
2023-06-04,Laptop,Electronics,North,1,$425,$48.81,11.48%
2023-06-04,Smartphone,Electronics,West,4,$356,$23.40,6.57%
2023-06-03,Mouse,Accessories,North,2,"$2,272",$504.72,22.21%
2023-06-03,Printer,Office,South,3,$768,$85.37,11.12%
2023-06-03,Monitor,Accessories,South,5,$280,$79.77,28.49%
2023-06-02,Tablet,Electronics,West,6,"$6,030",$511.70,8.49%
2023-06-02,Camera,Electronics,South,7,"$5,887","$1,035.50",17.59%
2023-06-02,Laptop,Electronics,West,7,"$4,165",$493.24,11.84%
2023-06-02,Camera,Electronics,East,2,$788,$195.15,24.77%
2023-06-01,Mouse,Accessories,North,9,"$5,247",$921.09,17.55%
2023-06-01,Mouse,Accessories,North,5,$945,$194.03,20.53%
2023-05-31,Smartwatch,Electronics,West,9,"$9,054",$644.36,7.12%
2023-05-31,Printer,Office,South,5,"$3,475",$991.47,28.53%
2023-05-31,Smartwatch,Electronics,North,9,"$1,098",$106.97,9.74%
2023-05-31,Smartwatch,Electronics,West,1,"$1,065",$228.63,21.47%
2023-05-31,Camera,Electronics,South,1,$182,$30.97,17.02%
2023-05-30,Monitor,Accessories,East,2,$586,$101.64,17.34%
2023-05-29,Monitor,Accessories,East,8,"$6,256","$1,152.99",18.43%
2023-05-29,Camera,Electronics,South,6,"$6,234",$758.78,12.17%
2023-05-29,Camera,Electronics,North,9,"$1,053",$283.58,26.93%
2023-05-27,Smartwatch,Electronics,South,8,"$6,184","$1,796.90",29.06%
2023-05-27,Smartphone,Electronics,West,6,"$4,188","$1,231.16",29.40%
2023-05-27,Smartphone,Electronics,North,1,"$1,017",$209.97,20.65%
2023-05-26,Tablet,Electronics,South,4,"$3,260",$969.76,29.75%
2023-05-26,Keyboard,Accessories,North,7,"$2,898",$490.11,16.91%
2023-05-26,Monitor,Accessories,East,5,"$1,370",$253.92,18.53%
2023-05-26,Monitor,Accessories,West,5,"$1,095",$269.87,24.65%
2023-05-26,Printer,Office,South,1,$857,$172.91,20.18%
2023-05-26,Keyboard,Accessories,North,2,$766,$49.23,6.43%
2023-05-25,Smartwatch,Electronics,North,7,"$6,706","$1,687.22",25.16%
2023-05-25,Tablet,Electronics,East,7,"$4,382",$592.46,13.52%
2023-05-25,Laptop,Electronics,North,8,"$1,224",$246.77,20.16%
2023-05-24,Laptop,Electronics,East,8,"$3,944",$296.35,7.51%
2023-05-24,Mouse,Accessories,West,3,"$3,375",$451.50,13.38%
2023-05-24,Monitor,Accessories,West,3,"$1,359",$152.85,11.25%
2023-05-23,Monitor,Accessories,West,7,"$6,377","$1,332.86",20.90%
2023-05-23,Headphones,Accessories,South,1,$202,$11.24,5.56%
2023-05-22,Tablet,Electronics,East,9,"$8,964",$448.62,5.00%
2023-05-22,Monitor,Accessories,North,5,"$4,960",$420.98,8.49%
2023-05-21,Printer,Office,South,7,"$7,595",$969.07,12.76%
2023-05-21,Smartphone,Electronics,South,8,"$7,064","$1,554.52",22.01%
2023-05-21,Smartwatch,Electronics,North,7,"$6,188","$1,231.30",19.90%
2023-05-21,Laptop,Electronics,North,3,"$1,308",$141.04,10.78%
2023-05-21,Printer,Office,North,5,$650,$93.41,14.37%
2023-05-20,Camera,Electronics,South,6,"$4,302",$965.02,22.43%
2023-05-19,Headphones,Accessories,South,9,"$4,905","$1,351.25",27.55%
2023-05-19,Printer,Office,North,9,"$3,123",$741.23,23.73%
2023-05-19,Smartphone,Electronics,West,3,"$2,274",$662.00,29.11%
2023-05-19,Tablet,Electronics,North,8,"$1,608",$332.12,20.65%
2023-05-19,Keyboard,Accessories,South,6,"$1,002",$114.70,11.45%
2023-05-19,Laptop,Electronics,East,2,$990,$76.87,7.76%
2023-05-18,Headphones,Accessories,West,9,"$10,134","$1,334.37",13.17%
2023-05-18,Mouse,Accessories,North,9,"$5,949",$368.51,6.19%
2023-05-18,Keyboard,Accessories,East,7,"$2,569",$130.19,5.07%
2023-05-18,Laptop,Electronics,East,3,"$1,947",$239.63,12.31%
2023-05-17,Laptop,Electronics,East,9,"$7,272",$500.32,6.88%
2023-05-17,Mouse,Accessories,East,9,"$7,101","$2,105.82",29.66%
2023-05-17,Mouse,Accessories,South,2,"$1,924",$394.40,20.50%
2023-05-16,Printer,Office,South,4,"$3,068",$868.89,28.32%
2023-05-16,Monitor,Accessories,South,9,"$1,602",$142.49,8.89%
2023-05-15,Printer,Office,North,9,"$5,859","$1,153.89",19.69%
2023-05-15,Tablet,Electronics,West,5,"$1,925",$204.74,10.64%
2023-05-15,Headphones,Accessories,North,1,"$1,012",$164.89,16.29%
2023-05-15,Tablet,Electronics,North,3,$612,$40.15,6.56%
2023-05-14,Laptop,Electronics,West,9,"$9,702","$2,771.49",28.57%
2023-05-14,Headphones,Accessories,South,6,"$5,754","$1,628.61",28.30%
2023-05-14,Mouse,Accessories,West,8,"$2,976",$507.77,17.06%
2023-05-14,Headphones,Accessories,North,6,"$1,662",$416.30,25.05%
2023-05-14,Laptop,Electronics,South,1,"$1,188",$110.32,9.29%
2023-05-14,Printer,Office,South,1,"$1,152",$280.28,24.33%
2023-05-13,Monitor,Accessories,North,4,"$2,476",$417.16,16.85%
2023-05-13,Printer,Office,South,5,"$2,440",$570.78,23.39%
2023-05-12,Tablet,Electronics,West,7,"$7,224",$479.23,6.63%
2023-05-12,Smartwatch,Electronics,South,2,$322,$42.03,13.05%
2023-05-11,Keyboard,Accessories,South,9,"$1,125",$138.49,12.31%
2023-05-11,Smartwatch,Electronics,West,1,$281,$30.51,10.86%
2023-05-10,Camera,Electronics,South,7,"$5,831","$1,416.31",24.29%
2023-05-10,Keyboard,Accessories,North,4,"$3,184",$478.27,15.02%
2023-05-10,Camera,Electronics,East,2,"$2,224",$364.04,16.37%
2023-05-10,Keyboard,Accessories,East,1,"$1,172",$124.90,10.66%
2023-05-09,Smartwatch,Electronics,East,9,"$4,698","$1,167.90",24.86%
2023-05-09,Laptop,Electronics,South,5,"$4,485",$347.99,7.76%
2023-05-09,Smartphone,Electronics,East,4,"$4,228",$764.30,18.08%
2023-05-09,Printer,Office,West,5,"$1,995",$369.22,18.51%
2023-05-09,Tablet,Electronics,West,2,$572,$86.16,15.06%
2023-05-08,Mouse,Accessories,North,8,"$9,232",$490.66,5.31%
2023-05-08,Monitor,Accessories,South,9,"$6,939","$1,249.31",18.00%
2023-05-08,Smartphone,Electronics,South,4,"$3,188",$202.81,6.36%
2023-05-07,Mouse,Accessories,North,8,"$7,960",$804.11,10.10%
2023-05-07,Smartphone,Electronics,West,8,"$7,944","$2,257.73",28.42%
2023-05-07,Laptop,Electronics,West,6,"$3,486",$320.91,9.21%
2023-05-07,Printer,Office,South,4,"$2,456",$163.61,6.66%
2023-05-07,Tablet,Electronics,North,2,"$1,902",$388.83,20.44%
2023-05-06,Mouse,Accessories,North,8,"$9,128","$1,342.19",14.70%
2023-05-06,Smartwatch,Electronics,East,7,"$6,258","$1,347.74",21.54%
2023-05-05,Monitor,Accessories,South,9,"$7,578","$1,596.64",21.07%
2023-05-05,Printer,Office,West,9,"$2,268",$361.62,15.94%
2023-05-05,Laptop,Electronics,North,2,"$1,356",$144.18,10.63%
2023-05-05,Mouse,Accessories,East,3,$780,$217.92,27.94%
2023-05-04,Monitor,Accessories,North,8,"$4,120",$710.11,17.24%
2023-05-04,Headphones,Accessories,North,3,"$2,739",$202.81,7.40%
2023-05-04,Monitor,Accessories,North,4,"$2,092",$467.02,22.32%
2023-05-04,Laptop,Electronics,South,4,"$1,264",$267.82,21.19%
2023-05-04,Tablet,Electronics,East,7,$707,$124.59,17.62%
2023-05-03,Tablet,Electronics,South,6,"$2,100",$268.40,12.78%
2023-05-03,Smartphone,Electronics,East,1,$985,$196.64,19.96%
2023-05-03,Keyboard,Accessories,South,2,$836,$47.07,5.63%
2023-05-02,Printer,Office,East,5,"$4,165","$1,012.37",24.31%
2023-05-02,Keyboard,Accessories,South,6,"$1,362",$202.68,14.88%
2023-05-02,Tablet,Electronics,East,1,"$1,131",$140.55,12.43%
2023-05-02,Camera,Electronics,East,1,"$1,120",$127.32,11.37%
2023-05-01,Monitor,Accessories,East,4,"$4,580",$655.14,14.30%
2023-04-30,Smartphone,Electronics,West,6,"$4,728",$705.85,14.93%
2023-04-30,Keyboard,Accessories,North,1,$168,$17.84,10.62%
2023-04-29,Keyboard,Accessories,West,6,"$6,102",$364.82,5.98%
2023-04-29,Camera,Electronics,West,5,"$5,170","$1,248.66",24.15%
2023-04-28,Smartwatch,Electronics,East,8,"$7,600","$1,099.88",14.47%
2023-04-28,Headphones,Accessories,South,5,"$1,315",$217.79,16.56%
2023-04-28,Laptop,Electronics,South,2,$570,$94.39,16.56%
2023-04-27,Headphones,Accessories,North,3,"$3,021",$872.49,28.88%
2023-04-27,Laptop,Electronics,North,1,$448,$53.20,11.88%
2023-04-26,Camera,Electronics,West,8,"$8,328",$466.38,5.60%
2023-04-26,Monitor,Accessories,South,3,"$2,670",$515.39,19.30%
2023-04-26,Tablet,Electronics,South,2,"$1,790",$442.75,24.73%
2023-04-26,Camera,Electronics,West,3,$417,$114.42,27.44%
2023-04-26,Laptop,Electronics,South,5,$275,$64.90,23.60%
2023-04-25,Keyboard,Accessories,West,6,"$6,744",$660.47,9.79%
2023-04-25,Camera,Electronics,South,7,"$3,136",$850.30,27.11%
2023-04-25,Mouse,Accessories,East,7,"$1,722",$414.87,24.09%
2023-04-25,Monitor,Accessories,North,4,"$1,392",$394.48,28.34%
2023-04-25,Keyboard,Accessories,North,2,$686,$85.03,12.40%
2023-04-25,Monitor,Accessories,East,4,$596,$105.89,17.77%
2023-04-24,Headphones,Accessories,West,4,"$2,576",$503.57,19.55%
2023-04-24,Printer,Office,North,2,$466,$25.04,5.37%
2023-04-23,Camera,Electronics,East,7,"$4,403","$1,295.89",29.43%
2023-04-23,Tablet,Electronics,North,3,"$3,471",$200.08,5.76%
2023-04-22,Headphones,Accessories,South,7,"$1,582",$278.14,17.58%
2023-04-21,Smartphone,Electronics,West,9,"$9,891","$1,774.03",17.94%
2023-04-21,Keyboard,Accessories,South,9,"$6,282","$1,594.61",25.38%
2023-04-21,Camera,Electronics,South,5,"$5,155","$1,325.16",25.71%
2023-04-21,Tablet,Electronics,North,3,"$2,628",$781.94,29.75%
2023-04-20,Headphones,Accessories,West,7,"$6,811","$1,423.57",20.90%
2023-04-20,Keyboard,Accessories,West,4,"$4,740",$746.77,15.75%
2023-04-20,Laptop,Electronics,West,8,"$4,544",$727.05,16.00%
2023-04-20,Printer,Office,East,4,"$3,856",$747.79,19.39%
2023-04-20,Tablet,Electronics,South,3,"$3,360",$759.31,22.60%
2023-04-20,Smartwatch,Electronics,South,6,"$2,610",$434.37,16.64%
2023-04-20,Keyboard,Accessories,South,2,"$2,016",$198.26,9.83%
2023-04-19,Keyboard,Accessories,South,2,"$1,738",$163.38,9.40%
2023-04-19,Printer,Office,South,7,"$1,659",$127.48,7.68%
2023-04-19,Smartphone,Electronics,West,2,$604,$102.52,16.97%
2023-04-18,Tablet,Electronics,East,8,"$3,864",$855.75,22.15%
2023-04-18,Tablet,Electronics,South,7,"$2,709",$702.79,25.94%
2023-04-17,Tablet,Electronics,West,1,$496,$146.92,29.62%
2023-04-16,Tablet,Electronics,South,8,"$6,328","$1,257.81",19.88%
2023-04-16,Smartphone,Electronics,East,7,"$5,201",$745.20,14.33%
2023-04-16,Smartwatch,Electronics,West,3,"$1,497",$122.76,8.20%
2023-04-16,Monitor,Accessories,West,1,$924,$125.65,13.60%
2023-04-16,Smartwatch,Electronics,South,4,$776,$73.16,9.43%
2023-04-16,Monitor,Accessories,West,5,$680,$176.44,25.95%
2023-04-16,Tablet,Electronics,North,1,$516,$70.53,13.67%
2023-04-15,Smartwatch,Electronics,East,2,"$1,488",$342.87,23.04%
2023-04-15,Keyboard,Accessories,East,3,"$1,119",$317.36,28.36%
2023-04-13,Mouse,Accessories,North,7,"$4,550","$1,077.80",23.69%
2023-04-13,Mouse,Accessories,West,4,"$3,876",$302.37,7.80%
2023-04-13,Monitor,Accessories,North,5,"$2,450",$485.18,19.80%
2023-04-13,Monitor,Accessories,North,5,"$1,015",$85.06,8.38%
2023-04-12,Smartphone,Electronics,South,8,"$3,312",$811.31,24.50%
2023-04-12,Printer,Office,North,1,$919,$193.35,21.04%
2023-04-11,Tablet,Electronics,East,7,"$6,209",$402.78,6.49%
2023-04-11,Keyboard,Accessories,East,8,"$5,768",$368.49,6.39%
2023-04-11,Laptop,Electronics,West,6,"$5,136","$1,225.40",23.86%
2023-04-11,Headphones,Accessories,South,5,"$4,965",$774.74,15.60%
2023-04-11,Smartwatch,Electronics,North,4,$652,$116.06,17.80%
2023-04-11,Mouse,Accessories,West,2,$140,$35.18,25.13%
2023-04-10,Camera,Electronics,West,7,"$6,384","$1,324.49",20.75%
2023-04-10,Smartwatch,Electronics,West,6,"$1,008",$245.45,24.35%
2023-04-10,Camera,Electronics,East,3,$684,$39.33,5.75%
2023-04-09,Laptop,Electronics,North,9,"$10,773","$1,907.36",17.71%
2023-04-09,Smartphone,Electronics,South,4,"$4,224",$477.33,11.30%
2023-04-09,Monitor,Accessories,West,4,"$3,632",$566.81,15.61%
2023-04-09,Monitor,Accessories,West,1,$610,$33.55,5.50%
2023-04-09,Tablet,Electronics,North,3,$603,$153.37,25.43%
2023-04-08,Keyboard,Accessories,West,8,"$1,176",$313.58,26.66%
2023-04-07,Monitor,Accessories,West,5,"$4,260",$229.77,5.39%
2023-04-07,Headphones,Accessories,South,8,"$4,136",$810.82,19.60%
2023-04-07,Smartwatch,Electronics,West,5,"$2,480",$601.66,24.26%
2023-04-06,Laptop,Electronics,West,9,"$8,802","$1,344.96",15.28%
2023-04-06,Monitor,Accessories,East,9,"$1,719",$251.85,14.65%
2023-04-06,Mouse,Accessories,East,2,"$1,458",$208.93,14.33%
2023-04-05,Mouse,Accessories,North,3,"$2,994",$638.59,21.33%
2023-04-05,Headphones,Accessories,West,7,"$2,457",$388.11,15.80%
2023-04-05,Headphones,Accessories,West,5,"$1,550",$203.51,13.13%
2023-04-05,Smartwatch,Electronics,West,3,"$1,488",$296.36,19.92%
2023-04-05,Headphones,Accessories,South,4,$200,$58.42,29.21%
2023-04-03,Headphones,Accessories,South,3,$735,$217.79,29.63%
2023-04-02,Monitor,Accessories,West,9,"$10,413","$1,738.63",16.70%
2023-04-02,Smartwatch,Electronics,North,8,"$9,392","$1,753.08",18.67%
2023-04-02,Camera,Electronics,North,8,"$7,040","$1,969.93",27.98%
2023-04-02,Laptop,Electronics,West,4,$280,$24.90,8.89%
2023-04-02,Keyboard,Accessories,North,1,$120,$23.86,19.88%
2023-04-01,Headphones,Accessories,North,2,"$2,262",$532.12,23.52%
2023-04-01,Headphones,Accessories,North,1,$68,$10.39,15.28%
2023-03-31,Camera,Electronics,South,6,"$3,660",$675.38,18.45%
2023-03-31,Monitor,Accessories,North,2,"$1,026",$226.40,22.07%
2023-03-31,Monitor,Accessories,West,9,$945,$94.75,10.03%
2023-03-30,Laptop,Electronics,North,6,"$3,924",$762.96,19.44%
2023-03-30,Keyboard,Accessories,South,8,"$2,960",$878.11,29.67%
2023-03-30,Headphones,Accessories,East,5,"$2,325",$506.32,21.78%
2023-03-30,Camera,Electronics,South,4,"$1,836",$462.52,25.19%
2023-03-30,Tablet,Electronics,North,8,"$1,640",$361.48,22.04%
2023-03-29,Smartwatch,Electronics,East,7,"$4,298",$358.38,8.34%
2023-03-29,Smartphone,Electronics,East,7,"$2,317",$677.61,29.25%
2023-03-29,Smartwatch,Electronics,West,1,$835,$131.70,15.77%
2023-03-29,Tablet,Electronics,West,2,$390,$103.99,26.66%
2023-03-29,Mouse,Accessories,West,1,$333,$72.34,21.72%
2023-03-29,Headphones,Accessories,North,2,$330,$21.46,6.50%
2023-03-28,Headphones,Accessories,West,3,"$2,295",$244.83,10.67%
2023-03-28,Printer,Office,West,6,"$1,608",$302.32,18.80%
2023-03-26,Printer,Office,North,6,"$6,432","$1,410.52",21.93%
2023-03-26,Headphones,Accessories,South,6,"$5,592","$1,294.16",23.14%
2023-03-26,Laptop,Electronics,West,2,"$2,162",$355.45,16.44%
2023-03-26,Smartwatch,Electronics,East,1,$859,$217.67,25.34%
2023-03-26,Smartwatch,Electronics,North,1,$387,$99.59,25.73%
2023-03-25,Laptop,Electronics,South,9,"$5,553","$1,432.76",25.80%
2023-03-25,Printer,Office,North,3,"$2,724",$521.24,19.14%
2023-03-25,Tablet,Electronics,South,2,"$1,298",$123.90,9.55%
2023-03-25,Smartphone,Electronics,East,2,"$1,178",$120.51,10.23%
2023-03-24,Camera,Electronics,West,7,"$7,455",$966.64,12.97%
2023-03-24,Laptop,Electronics,West,7,"$2,618",$300.81,11.49%
2023-03-24,Laptop,Electronics,East,8,"$1,808",$339.31,18.77%
2023-03-24,Smartphone,Electronics,East,1,$266,$55.52,20.87%
2023-03-23,Camera,Electronics,North,7,"$6,461","$1,455.36",22.53%
2023-03-23,Headphones,Accessories,South,8,"$5,920","$1,241.27",20.97%
2023-03-23,Mouse,Accessories,East,4,"$4,316",$566.70,13.13%
2023-03-23,Camera,Electronics,South,7,"$3,451",$194.42,5.63%
2023-03-23,Mouse,Accessories,South,2,"$1,672",$469.64,28.09%
2023-03-22,Camera,Electronics,South,1,"$1,084",$103.06,9.51%
2023-03-22,Keyboard,Accessories,North,1,$677,$54.14,8.00%
2023-03-21,Smartwatch,Electronics,North,8,"$7,264","$1,776.83",24.46%
2023-03-21,Keyboard,Accessories,West,4,"$4,572","$1,038.05",22.70%
2023-03-21,Headphones,Accessories,North,3,"$2,706",$546.97,20.21%
2023-03-21,Smartphone,Electronics,East,9,"$2,034",$593.13,29.16%
2023-03-20,Laptop,Electronics,East,1,$920,$98.31,10.69%
2023-03-19,Smartphone,Electronics,North,6,"$4,872",$786.79,16.15%
2023-03-19,Printer,Office,North,5,"$1,800",$252.69,14.04%
2023-03-19,Mouse,Accessories,West,3,"$1,497",$190.59,12.73%
2023-03-19,Monitor,Accessories,South,7,"$1,309",$138.46,10.58%
2023-03-18,Camera,Electronics,West,5,"$3,665",$406.93,11.10%
2023-03-18,Camera,Electronics,North,3,"$2,805",$749.50,26.72%
2023-03-18,Keyboard,Accessories,North,3,"$1,644",$158.32,9.63%
2023-03-17,Smartwatch,Electronics,South,9,"$8,712","$1,034.27",11.87%
2023-03-17,Smartphone,Electronics,South,5,"$5,930","$1,193.32",20.12%
2023-03-17,Smartwatch,Electronics,South,9,"$5,751","$1,196.23",20.80%
2023-03-17,Keyboard,Accessories,North,3,"$2,118",$321.05,15.16%
2023-03-17,Printer,Office,West,3,"$1,893",$508.80,26.88%
